id,label,timeset,morder,myear,mcost,mgross,mprofit,mtomatometer,maudience,aname,atwitter,afacebook,type,role,rank
300,Seamus Finnigan,,0,2001,0,0,0,0,0,Devon Murray,0,0,actor,,70
301,Severus Snape,,0,2001,0,0,0,0,0,Alan Rickman,0,0,actor,,40
302,Shrunken Head,,2,2004,0,0,0,0,0,Lenny Henry,0,0,actor,,10
303,Sir Cadogan,,2,2004,0,0,0,0,0,Paul Whitehouse,0,0,actor,,10
304,Sirius Black,,2,2004,0,0,0,0,0,Gary Oldman,0,0,actor,,40
305,Skinny Kid,,5,2009,0,0,0,0,0,Jack Pryor,0,0,actor,,10
306,Skinny Ministry Wizard,,6,2010,0,0,0,0,0,Daniel Tuite,0,0,actor,,10
307,SlugClub Member,,5,2009,0,0,0,0,0,Elliott Francis,0,0,actor,,20
308,Slytherin Quidditch Captain Marcus Flint,,1,2002,0,0,0,0,0,Jamie Yeates,0,0,actor,,10
309,Slytherin Student,,7,2011,0,0,0,0,0,Amy Wiles,0,0,actor,,30
310,Slytherin Student,,1,2002,0,0,0,0,0,Macéo Bhardwaj,0,0,actor,,30
311,Slytherin Student,,3,2005,0,0,0,0,0,Reece Mack,0,0,actor,,30
312,Snatcher,,6,2010,0,0,0,0,0,Charlotte Atkinson,0,0,actor,,40
313,Snatcher,,7,2011,0,0,0,0,0,Christoph Cordell,0,0,actor,,40
314,Snatcher,,7,2011,0,0,0,0,0,Collet Collins,0,0,actor,,40
315,Snatcher,,6,2010,0,0,0,0,0,Samuel Roukin,0,0,actor,,40
316,Sophie,,5,2009,0,0,0,0,0,Teresa Mahoney,0,0,actor,,10
317,Stan Shunpike,,2,2004,0,0,0,0,0,Lee Ingleby,0,0,actor,,10
318,Station Guard,,0,2001,0,0,0,0,0,Harry Taylor,0,0,actor,,20
319,Student,,0,2001,0,0,0,0,0,Stefan Pejic,0,0,actor,,10
320,Susan Bones,,0,2001,0,0,0,0,0,Eleanor Columbus,0,0,actor,,20
321,Sybil Trelawney,,2,2004,0,0,0,0,0,Emma Thompson,0,0,actor,,10
322,Teddy Lupin,,7,2011,0,0,0,0,0,Luke Newberry,0,0,actor,,10
323,Terrence Higgs,,0,2001,0,0,0,0,0,Scot Fearn,0,0,actor,,10
324,The Bloody Baron,,0,2001,0,0,0,0,0,Terence Bayler,0,0,actor,,10
325,The Executioner,,2,2004,0,0,0,0,0,Peter Best,0,0,actor,,10
326,The Grey Lady,,0,2001,0,0,0,0,0,Nina Young,0,0,actor,,10
327,The Sorting Hat,,0,2001,0,0,0,0,0,Leslie Phillips,0,0,actor,,30
328,Thorfinn Rowle,,5,2009,0,0,0,0,0,Rod Hunt,0,0,actor,,10
329,Tom - Bartender in Leaky Cauldron,,0,2001,0,0,0,0,0,Derek Deadman,0,0,actor,,10
330,Tom Marvolo Riddle,,1,2002,0,0,0,0,0,Christian Coulson,0,0,actor,,20
331,Tom Riddle (11 Years),,5,2009,0,0,0,0,0,Hero Fiennes-Tiffin,0,0,actor,,10
332,Tom Riddle (16 Years),,5,2009,0,0,0,0,0,Frank Dillane,0,0,actor,,10
333,Tom Riddle (double),,5,2009,0,0,0,0,0,Calum Sivyer,0,0,actor,,10
334,Tom the Innkeeper,,2,2004,0,0,0,0,0,Jim Tavaré,0,0,actor,,10
335,Twin Girl #1,,5,2009,0,0,0,0,0,Amber Evans,0,0,actor,,10
336,Twin Girl #2,,5,2009,0,0,0,0,0,Ruby Evans,0,0,actor,,10
337,Twin Girl 1,,5,2009,0,0,0,0,0,Amber Evans,0,0,actor,,20
338,Twin Girl 2,,5,2009,0,0,0,0,0,Ruby Evans,0,0,actor,,20
339,Uncle Vernon,,0,2001,0,0,0,0,0,Richard Griffiths,0,0,actor,,10
340,Uncle Vernon Dursley,,0,2001,0,0,0,0,0,Richard Griffiths,0,0,actor,,30
341,Veela,,6,2010,0,0,0,0,0,Alison Cain,0,0,actor,,10
342,Vernon Dursley,,0,2001,0,0,0,0,0,Richard Griffiths,0,0,actor,,10
343,Viktor Krum,,3,2005,0,0,0,0,0,Stanislav Ianevski,0,0,actor,,20
344,Vincent Crabbe,,0,2001,0,0,0,0,0,Jamie Waylett,0,0,actor,,60
345,Waiter,,5,2009,0,0,0,0,0,Mark Lockyer,0,0,actor,,10
346,Waitress,,5,2009,0,0,0,0,0,Elarica Johnson,0,0,actor,,20
347,Waitress,,6,2010,0,0,0,0,0,Eva Alexander,0,0,actor,,20
348,Wendy Slinkhard,,5,2009,0,0,0,0,0,Nina Aimer Fox,0,0,actor,,10
349,Wizard,,3,2005,0,0,0,0,0,Alex Argenti,0,0,actor,,50
350,Wizard,,3,2005,0,0,0,0,0,Natasha Jenssen,0,0,actor,,50
351,Wizard,,1,2002,0,0,0,0,0,Sean Cronin,0,0,actor,,50
352,Wizard,,1,2002,0,0,0,0,0,Terence McAuley,0,0,actor,,50
353,Wizard,,0,2001,0,0,0,0,0,Warwick Davis,0,0,actor,,50
354,Wizard Teacher,,5,2009,0,0,0,0,0,Neil Findlater,0,0,actor,,10
355,Wormtail,,2,2004,0,0,0,0,0,Timothy Spall,0,0,actor,,30
356,Wormtail (Peter Pettigrew),,2,2004,0,0,0,0,0,Timothy Spall,0,0,actor,,10
357,Xenophilius Lovegood,,6,2010,0,0,0,0,0,Rhys Ifans,0,0,actor,,10
358,Year 7 Schoolboy,,5,2009,0,0,0,0,0,Freddie Rose,0,0,actor,,10
359,Young Albus Dumbledore,,6,2010,0,0,0,0,0,Toby Regbo,0,0,actor,,10
360,Young Gellert Grindelwald,,6,2010,0,0,0,0,0,Jamie Campbell Bower,0,0,actor,,10
361,Young James Potter,,7,2011,0,0,0,0,0,Alfie McIlwain,0,0,actor,,20
362,Young James Potter,,4,2007,0,0,0,0,0,Robbie Jarvis,0,0,actor,,20
363,Young Lily Potter,,7,2011,0,0,0,0,0,Ellie Darcey-Alden,0,0,actor,,10
364,Young Peter Pettigrew,,4,2007,0,0,0,0,0,Charles Hughes,0,0,actor,,10
365,Young Petunia Dursley,,7,2011,0,0,0,0,0,Ariella Paradise,0,0,actor,,10
366,Young Remus Lupin,,4,2007,0,0,0,0,0,James Utechin,0,0,actor,,10
367,Young Rubeus Hagrid,,1,2002,0,0,0,0,0,Martin Bayfield,0,0,actor,,10
368,Young Severus Snape,,4,2007,0,0,0,0,0,Alec Hopkins,0,0,actor,,20
369,Young Severus Snape,,7,2011,0,0,0,0,0,Benedict Clarke,0,0,actor,,20
370,Young Sirius Black,,4,2007,0,0,0,0,0,James Walters,0,0,actor,,20
371,Young Sirius Black,,7,2011,0,0,0,0,0,Rohan Gotobed,0,0,actor,,20
372,Young Witch Maid,,2,2004,0,0,0,0,0,Abby Ford,0,0,actor,,10
373,Zacharias Smith,,4,2007,0,0,0,0,0,Nick Shirm,0,0,actor,,10
